st_name,user_name,user_id,local_guide,rating_stars,time_num,time_unit,comment,create_date,update_date
打鐵豆花舖 河南店,Bohan G,https://www.google.com/maps/contrib/109763430911739055155/reviews?hl=zh-TW,9 則評論 · 4 張相片,5 顆星,9,小時,豆花 特！好吃,2025-05-04,2025-05-04
打鐵豆花舖 河南店,邱上晋,https://www.google.com/maps/contrib/113957775076476450075/reviews?hl=zh-TW,7 則評論,5 顆星,9,小時,,2025-05-04,2025-05-04
打鐵豆花舖 河南店,李雅婷,https://www.google.com/maps/contrib/101731544504447054471/reviews?hl=zh-TW,4 則評論,5 顆星,13,小時,,2025-05-04,2025-05-04
打鐵豆花舖 河南店,謝承銘,https://www.google.com/maps/contrib/107993556166176282497/reviews?hl=zh-TW,9 則評論 · 3 張相片,5 顆星,1,天,每次來逢甲必吃，從高中吃到大學！激推~,2025-05-04,2025-05-04
打鐵豆花舖 河南店,黃鈺智,https://www.google.com/maps/contrib/111656460084819674865/reviews?hl=zh-TW,15 則評論 · 6 張相片,5 顆星,2,天,非常美味,2025-05-04,2025-05-04
打鐵豆花舖 河南店,一年14班34號蔡立軒,https://www.google.com/maps/contrib/102492217604492327359/reviews?hl=zh-TW,2 則評論 · 1 張相片,5 顆星,2,天,,2025-05-04,2025-05-04
打鐵豆花舖 河南店,訣別書,https://www.google.com/maps/contrib/102094656447227551692/reviews?hl=zh-TW,5 則評論 · 2 張相片,5 顆星,2,天,好吃！跟大溪的豆花有的比！,2025-05-04,2025-05-04
打鐵豆花舖 河南店,豹豹,https://www.google.com/maps/contrib/112724357774270573070/reviews?hl=zh-TW,5 則評論 · 2 張相片,5 顆星,2,天,,2025-05-04,2025-05-04
打鐵豆花舖 河南店,賴志和,https://www.google.com/maps/contrib/107519176254121920669/reviews?hl=zh-TW,在地嚮導 · 12 則評論,5 顆星,4,天,,2025-05-04,2025-05-04
大甲芋頭城逢甲店,天使藍,https://www.google.com/maps/contrib/117190064256236294206/reviews?hl=zh-TW,在地嚮導 · 249 則評論 · 804 張相片,4 顆星,1,天,好吃的甜品，不過份量不多，內用的位子也不多,2025-05-04,2025-05-04
大甲芋頭城逢甲店,吳柏恩,https://www.google.com/maps/contrib/100137013943539884457/reviews?hl=zh-TW,"在地嚮導 · 1,221 則評論 · 2,335 張相片",3 顆星,2,天,便宜大碗冰，內用座位不多，生意很好,2025-05-04,2025-05-04
御品元冰火湯圓-台中逢甲店,Ych,https://www.google.com/maps/contrib/114202264603101239465/reviews?hl=zh-TW,8 則評論,5 顆星,2,小時,"東西好吃 夏天真的太熱了 吃冰剛剛好～
服務人員態度也超好！",2025-05-04,2025-05-04
御品元冰火湯圓-台中逢甲店,吳柏恩,https://www.google.com/maps/contrib/100137013943539884457/reviews?hl=zh-TW,"在地嚮導 · 1,221 則評論 · 2,335 張相片",4 顆星,2,天,湯圓熱熱的好吃，碰上剉冰清涼消暑，店內提供檸檬汁跟桂花蜜供自助，還可免費加冰,2025-05-04,2025-05-04
御品元冰火湯圓-台中逢甲店,郭星宇,https://www.google.com/maps/contrib/107863396361291477326/reviews?hl=zh-TW,14 則評論 · 2 張相片,5 顆星,4,天,太讚了,2025-05-04,2025-05-04
統元豆花 中央公園店,Justin Wong,https://www.google.com/maps/contrib/112775686886069016254/reviews?hl=zh-TW,"在地嚮導 · 566 則評論 · 2,983 張相片",3 顆星,1,天,很普通的豆腐花沙漠，但味道真的很健康。基本的精神食糧,2025-05-04,2025-05-04
統元豆花 中央公園店,林侑萱,https://www.google.com/maps/contrib/102667601153872931417/reviews?hl=zh-TW,6 則評論 · 1 張相片,1 顆星,3,天,,2025-05-04,2025-05-04
統元豆花 中央公園店,鍾鎔蔚,https://www.google.com/maps/contrib/114642184171366115391/reviews?hl=zh-TW,3 則評論 · 2 張相片,5 顆星,4,天,,2025-05-04,2025-05-04
統元豆花 中央公園店,陳冠豪,https://www.google.com/maps/contrib/109723370884061871659/reviews?hl=zh-TW,,5 顆星,5,天,,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,Yu Chi Chan,https://www.google.com/maps/contrib/102040006840675962284/reviews?hl=zh-TW,5 則評論 · 2 張相片,5 顆星,4,小時,,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,謝佳亭,https://www.google.com/maps/contrib/114509586941003212054/reviews?hl=zh-TW,在地嚮導 · 4 則評論 · 14 張相片,5 顆星,5,小時,經過很香，要買！,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,Erin Chen,https://www.google.com/maps/contrib/109756929038706868376/reviews?hl=zh-TW,9 則評論,5 顆星,2,天,好吃喔！,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,廖明芳,https://www.google.com/maps/contrib/112532098452034918543/reviews?hl=zh-TW,1 則評論,5 顆星,3,天,很好吃,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,Tiffany chen,https://www.google.com/maps/contrib/112261011405124066974/reviews?hl=zh-TW,9 則評論 · 2 張相片,5 顆星,3,天,福建炒麵從高雄就很愛的店,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,卓志龍,https://www.google.com/maps/contrib/101156790627246269295/reviews?hl=zh-TW,3 則評論 · 23 張相片,5 顆星,3,天,,2025-05-04,2025-05-04
曾氏福建炒麵-逢甲旗艦店,莊KIKI,https://www.google.com/maps/contrib/103036605354512263434/reviews?hl=zh-TW,在地嚮導 · 69 則評論 · 346 張相片,2 顆星,5,天,"以前常去買 覺得還不錯
近期忙 所以有一陣子沒去買了
以前我會給五顆星 不過今天只能給2顆星
裝麵盒子變小.份量跟以前差好多 料也少很多 肉很柴 咬不斷⋯",2025-05-04,2025-05-04
官芝霖大腸包小腸,Ru Ru,https://www.google.com/maps/contrib/116569839118498869935/reviews?hl=zh-TW,在地嚮導 · 123 則評論 · 500 張相片,5 顆星,15,小時,,2025-05-04,2025-05-04
官芝霖大腸包小腸,劉芳吟,https://www.google.com/maps/contrib/111853966079532297889/reviews?hl=zh-TW,在地嚮導 · 20 則評論 · 10 張相片,5 顆星,2,天,,2025-05-04,2025-05-04
官芝霖大腸包小腸,V C,https://www.google.com/maps/contrib/100061408606449628206/reviews?hl=zh-TW,"在地嚮導 · 372 則評論 · 1,363 張相片",3 顆星,3,天,"2024/12到訪。走過路過買來吃過就好。><
沒有好吃或不好吃，只是買來先墊墊肚子。",2025-05-04,2025-05-04
官芝霖大腸包小腸,GGininder,https://www.google.com/maps/contrib/114835945315347914332/reviews?hl=zh-TW,10 則評論 · 2 張相片,1 顆星,5,天,女店員態度很差,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,chen clare,https://www.google.com/maps/contrib/108231139893540875862/reviews?hl=zh-TW,11 則評論 · 1 張相片,3 顆星,7,小時,麵皮是甜的，不能接受。又貴，不推,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,Allie Lin,https://www.google.com/maps/contrib/103800610192622447787/reviews?hl=zh-TW,在地嚮導 · 166 則評論 · 235 張相片,5 顆星,9,小時,喜歡加辣椒醬加辣椒粉 很搭,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,Vera,https://www.google.com/maps/contrib/101634260225721075281/reviews?hl=zh-TW,"在地嚮導 · 1,690 則評論 · 15,388 張相片",5 顆星,9,小時,"2025/04/27，很美味
2024/06/09，一份$50，記得領號碼牌，排隊速度很快，超級美味，很推薦",2025-05-04,2025-05-04
明倫蛋餅 逢甲店,A,https://www.google.com/maps/contrib/110849647397760998878/reviews?hl=zh-TW,在地嚮導 · 20 則評論,1 顆星,14,小時,一份50元單純蛋餅加他們的醬料這樣，我們也是看ig 網路上推薦的，吃起來覺得普通而已，應該是網路推起來的關係吧，真的還蠻多人去買的,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,Ru Ru,https://www.google.com/maps/contrib/116569839118498869935/reviews?hl=zh-TW,在地嚮導 · 123 則評論 · 500 張相片,5 顆星,15,小時,還好,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,Soulin LEE,https://www.google.com/maps/contrib/112563943339903436469/reviews?hl=zh-TW,"在地嚮導 · 1,651 則評論 · 10,020 張相片",4 顆星,2,天,蠻滑嫩的蛋餅,2025-05-04,2025-05-04
明倫蛋餅 逢甲店,尋飽,https://www.google.com/maps/contrib/101845739403003178414/reviews?hl=zh-TW,"在地嚮導 · 672 則評論 · 6,483 張相片",5 顆星,4,天,媽媽喜歡明倫蛋餅，有來附近方便的話就會買,2025-05-04,2025-05-04
朴大哥的韓式炸雞-逢甲總店 | 寵物友善餐廳,kuofong Tai,https://www.google.com/maps/contrib/100170070007593131729/reviews?hl=zh-TW,在地嚮導 · 23 則評論 · 2 張相片,2 顆星,3,天,2025回訪，餐點變貴這沒問題，但是品質應該要維持啊！半半炸雞有失水準啊！整體不若之前來得入味，曾經的美味韓式炸雞店走鐘啦⋯,2025-05-04,2025-05-04
日船章魚小丸子（逢甲總店）,小慧,https://www.google.com/maps/contrib/100497591746490418784/reviews?hl=zh-TW,在地嚮導 · 305 則評論 · 666 張相片,3 顆星,21,分鐘,"我真的必須誠實的說
真的沒有比平常吃到的日船好吃
實在不需要排隊買 😅",2025-05-04,2025-05-04
日船章魚小丸子（逢甲總店）,Allie Lin,https://www.google.com/maps/contrib/103800610192622447787/reviews?hl=zh-TW,在地嚮導 · 166 則評論 · 235 張相片,5 顆星,9,小時,滿滿的海苔和柴魚 小孩也愛,2025-05-04,2025-05-04
日船章魚小丸子（逢甲總店）,談家宏,https://www.google.com/maps/contrib/107909162324305904415/reviews?hl=zh-TW,在地嚮導 · 31 則評論 · 33 張相片,1 顆星,1,天,"多年來在不同分店對日船章魚燒累積的好印象，居然是被總店毀去。整個章魚燒除了麵糊跟三色豆大小的章魚外沒有留下任何印象。

日船章魚燒應該是外皮薄脆、章魚有存在感、內餡充滿高麗菜絲的好口味。如果今天的表現不是偶然而是常態，很快就會變成只能做一次觀光客生意的總本店了。

衷心期望能夠恢復應有的水準。",2025-05-04,2025-05-04
日船章魚小丸子（逢甲總店）,155_,https://www.google.com/maps/contrib/107712774866992262408/reviews?hl=zh-TW,80 則評論,4 顆星,3,天,,2025-05-04,2025-05-04
日船章魚小丸子（逢甲總店）,Chu-Ping Lin,https://www.google.com/maps/contrib/103204554105639888243/reviews?hl=zh-TW,8 則評論,3 顆星,4,天,,2025-05-04,2025-05-04
稻鮨板前吞食,林佑駿,https://www.google.com/maps/contrib/107795719806958278662/reviews?hl=zh-TW,在地嚮導 · 27 則評論 · 2 張相片,5 顆星,2,小時,很好吃，幾乎每道都會擺完盤才上,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,陳金茵,https://www.google.com/maps/contrib/109602922983755448601/reviews?hl=zh-TW,在地嚮導 · 42 則評論 · 19 張相片,5 顆星,3,小時,,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,Allie Lin,https://www.google.com/maps/contrib/103800610192622447787/reviews?hl=zh-TW,在地嚮導 · 166 則評論 · 235 張相片,5 顆星,9,小時,酸菜比魚好吃。不會太嗆辣。國小生也愛吃,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,Chiang You,https://www.google.com/maps/contrib/112506877871814810465/reviews?hl=zh-TW,在地嚮導 · 85 則評論 · 323 張相片,4 顆星,9,小時,上次來用餐是點蕃茄魚，孩子說酸菜魚真的很好吃，改點酸菜魚吃看看，對不太吃辣的我來說酸菜魚真的超辣的。,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,甄立民,https://www.google.com/maps/contrib/112755965907222378510/reviews?hl=zh-TW,在地嚮導 · 49 則評論 · 64 張相片,5 顆星,17,小時,,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,Wen Ui,https://www.google.com/maps/contrib/113206327009948296176/reviews?hl=zh-TW,8 則評論 · 2 張相片,1 顆星,3,天,"前天吃到一半吃到臭酸的腐竹！
店家說是因為沒泡開導致臭酸？？？
所以重新煮一份只有腐竹倒進來
我隔天就胃痛加拉肚子….這真的沒問題？",2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,宏,https://www.google.com/maps/contrib/116625984480647704462/reviews?hl=zh-TW,在地嚮導 · 15 則評論 · 10 張相片,4 顆星,3,天,都很好就只有地太滑跟菜太酸太辣,2025-05-04,2025-05-04
刁民-酸菜魚 逢甲店,林怡萱,https://www.google.com/maps/contrib/107355859044668422422/reviews?hl=zh-TW,在地嚮導 · 89 則評論 · 84 張相片,5 顆星,3,天,還是逢甲店好吃。,2025-05-04,2025-05-04
月島文字燒一台中逢甲店,Christine H,https://www.google.com/maps/contrib/107808300277929239678/reviews?hl=zh-TW,在地嚮導 · 113 則評論 · 21 張相片,5 顆星,5,小時,好吃！店員態度超級好☺️,2025-05-04,2025-05-04
月島文字燒一台中逢甲店,lo “跟著運動去旅行” jen chieh,https://www.google.com/maps/contrib/107081892812359825009/reviews?hl=zh-TW,在地嚮導 · 152 則評論 · 268 張相片,5 顆星,5,小時,"感覺沒有以前那麼熱情。
只有現金支付的店
餐點沒有照片可以參考，只有敘述。",2025-05-04,2025-05-04
金牌巨無霸香酥臭豆腐,修 葛,https://www.google.com/maps/contrib/106454378816753572142/reviews?hl=zh-TW,在地嚮導 · 50 則評論 · 43 張相片,5 顆星,2,天,,2025-05-04,2025-05-04
瑾小月碳烤雞排,陳怡蓉,https://www.google.com/maps/contrib/107355868778774231203/reviews?hl=zh-TW,3 則評論,5 顆星,10,小時,好吃,2025-05-04,2025-05-04
瑾小月碳烤雞排,kimi lin,https://www.google.com/maps/contrib/116035056131456637895/reviews?hl=zh-TW,"在地嚮導 · 126 則評論 · 1,263 張相片",5 顆星,11,小時,,2025-05-04,2025-05-04
瑾小月碳烤雞排,黃律瑋,https://www.google.com/maps/contrib/101924898009825390813/reviews?hl=zh-TW,在地嚮導 · 12 則評論 · 2 張相片,5 顆星,1,天,好吃,2025-05-04,2025-05-04
瑾小月碳烤雞排,Tiffany Huang,https://www.google.com/maps/contrib/111184265326957840735/reviews?hl=zh-TW,9 則評論 · 2 張相片,5 顆星,1,天,,2025-05-04,2025-05-04
瑾小月碳烤雞排,沈老爺,https://www.google.com/maps/contrib/115578163123948491088/reviews?hl=zh-TW,6 則評論 · 2 張相片,5 顆星,3,天,老闆人真好～幽默聊天～,2025-05-04,2025-05-04
瑾小月碳烤雞排,PEI,https://www.google.com/maps/contrib/101145941232806570633/reviews?hl=zh-TW,在地嚮導 · 21 則評論 · 8 張相片,5 顆星,5,天,光是老闆幫助浪貓的愛心就值得5星評價，這禮拜剛好會上台中，一定會記得和朋友一起去逢甲用新台幣教訓老闆，好人一生平安，祝老闆生意興隆。,2025-05-04,2025-05-04
瑾小月碳烤雞排,Rene I,https://www.google.com/maps/contrib/108225939231800653443/reviews?hl=zh-TW,在地嚮導 · 122 則評論 · 3 張相片,5 顆星,5,天,有愛心就一定有良心、有善心，每個月都會去台中，近期必訪,2025-05-04,2025-05-04
瑾小月碳烤雞排,K elly,https://www.google.com/maps/contrib/102342379888573302080/reviews?hl=zh-TW,在地嚮導 · 22 則評論 · 10 張相片,5 顆星,5,天,看到老闆愛貓貓的心，先給五顆心好評了，下次去台中一定吃爆❤️,2025-05-04,2025-05-04
紅燒當歸鴨麵線,小慧,https://www.google.com/maps/contrib/100497591746490418784/reviews?hl=zh-TW,在地嚮導 · 305 則評論 · 670 張相片,5 顆星,10,分鐘,"這是這次逢甲行
最好吃的店家 👍
當歸湯頭好好喝
鴨肉香而軟嫩
真心超推~~~",2025-05-04,2025-05-04
紅燒當歸鴨麵線,施吉松,https://www.google.com/maps/contrib/102476714505246946054/reviews?hl=zh-TW,在地嚮導 · 25 則評論 · 61 張相片,5 顆星,2,天,今天05/02晚上請我老婆幫忙外帶當歸鴨麵線⋯⋯麵線有另外裝的那一位⋯⋯建議老闆要確認一下湯頭⋯⋯怎麼會完全沒有當歸味道⋯⋯是搖錯桶湯，還是那邊出錯？⋯⋯完全不對味哦⋯⋯,2025-05-04,2025-05-04
紅燒當歸鴨麵線,吳柏恩,https://www.google.com/maps/contrib/100137013943539884457/reviews?hl=zh-TW,"在地嚮導 · 1,221 則評論 · 2,335 張相片",3 顆星,2,天,鴨肉是煙燻的，再配上當歸湯，便宜大碗味道還行,2025-05-04,2025-05-04
紅燒當歸鴨麵線,MinG- Wie,https://www.google.com/maps/contrib/117736471592140192826/reviews?hl=zh-TW,在地嚮導 · 148 則評論 · 153 張相片,5 顆星,5,天,2025.04.29與家人用餐當歸鴨麵線、當歸豬腳湯、大米血，吃下來當歸湯我跟太太一致好評豬腳軟爛好吃，吃完還回頭打包了當歸下水湯，冷了也好喝。,2025-05-04,2025-05-04
小西藏館,赤子之心,https://www.google.com/maps/contrib/109967588547292002721/reviews?hl=zh-TW,在地嚮導 · 36 則評論 · 61 張相片,5 顆星,10,小時,"彷彿來到了國外
親切的老闆娘
充滿香料、異國風情的美食
之前看過一本書叫「吃佛」認識了西藏
這次透過這間餐廳認識西藏
感謝老闆娘開了這間店！
圖為糌粑",2025-05-04,2025-05-04
小西藏館,杜繼枏,https://www.google.com/maps/contrib/105625369284890415673/reviews?hl=zh-TW,在地嚮導 · 15 則評論 · 6 張相片,5 顆星,12,小時,很特別的餐廳，咖喱好吃烤餅也好吃。👍,2025-05-04,2025-05-04
小西藏館,IRENE WU,https://www.google.com/maps/contrib/108509685641185005752/reviews?hl=zh-TW,在地嚮導 · 2 則評論 · 1 張相片,5 顆星,13,小時,很棒的餐廳，好吃。👍,2025-05-04,2025-05-04
小西藏館,Ares Guo,https://www.google.com/maps/contrib/110602778176537213839/reviews?hl=zh-TW,在地嚮導 · 19 則評論 · 4 張相片,5 顆星,1,天,服務親切 阿姨漂亮,2025-05-04,2025-05-04
小西藏館,Zo,https://www.google.com/maps/contrib/112379000044284461058/reviews?hl=zh-TW,在地嚮導 · 26 則評論 · 10 張相片,5 顆星,2,天,,2025-05-04,2025-05-04
小西藏館,黃鈞祐,https://www.google.com/maps/contrib/102655611601559607516/reviews?hl=zh-TW,9 則評論 · 1 張相片,5 顆星,3,天,餐點美味好吃 老闆人很好 一定要嘗試！,2025-05-04,2025-05-04
小西藏館,黃佳儀,https://www.google.com/maps/contrib/103003616411776873311/reviews?hl=zh-TW,8 則評論 · 5 張相片,5 顆星,3,天,"料理很有特色
店員很親切",2025-05-04,2025-05-04
黃記麻油雞,劉致愷,https://www.google.com/maps/contrib/115045520637258126460/reviews?hl=zh-TW,1 則評論,5 顆星,1,天,,2025-05-04,2025-05-04
黃記麻油雞,Sandy Huang,https://www.google.com/maps/contrib/106822728947235975462/reviews?hl=zh-TW,在地嚮導 · 22 則評論 · 4 張相片,5 顆星,4,天,,2025-05-04,2025-05-04
黃記麻油雞,普攏共,https://www.google.com/maps/contrib/103426176365995508405/reviews?hl=zh-TW,19 則評論 · 4 張相片,5 顆星,4,天,逢甲超好吃😋,2025-05-04,2025-05-04
黃記麻油雞,Chin Lan,https://www.google.com/maps/contrib/113343954555849027805/reviews?hl=zh-TW,1 則評論,1 顆星,5,天,"雞湯很不行,麻油味都沒有,以前的味道比較好喝,老闆是換人了嗎？不會再回訪了",2025-05-04,2025-05-04
黃記麻油雞,Chung Wai Lim,https://www.google.com/maps/contrib/109980632553352597195/reviews?hl=zh-TW,7 則評論 · 12 張相片,5 顆星,5,天,好吃,2025-05-04,2025-05-04
黃記麻油雞,Ru,https://www.google.com/maps/contrib/117348076918554506280/reviews?hl=zh-TW,,5 顆星,5,天,,2025-05-04,2025-05-04
黃記麻油雞,歐的世界ü歐,https://www.google.com/maps/contrib/110055375572040668971/reviews?hl=zh-TW,在地嚮導 · 16 則評論 · 3 張相片,3 顆星,5,天,,2025-05-04,2025-05-04
旺伯臭豆腐一塊$12,天使藍,https://www.google.com/maps/contrib/117190064256236294206/reviews?hl=zh-TW,在地嚮導 · 249 則評論 · 804 張相片,5 顆星,2,天,臭豆腐好吃但是泡菜還可以，肉燥好吃所以陽春麵也好吃,2025-05-04,2025-05-04
旺伯臭豆腐一塊$12,MinG- Wie,https://www.google.com/maps/contrib/117736471592140192826/reviews?hl=zh-TW,在地嚮導 · 148 則評論 · 153 張相片,3 顆星,5,天,還好,2025-05-04,2025-05-04
逢甲小8三色地瓜球,Soulin LEE,https://www.google.com/maps/contrib/112563943339903436469/reviews?hl=zh-TW,"在地嚮導 · 1,651 則評論 · 10,020 張相片",3 顆星,2,天,直接結合兩個口味很有創意，但有點甜,2025-05-04,2025-05-04
逢甲小8三色地瓜球,Zhen Chen,https://www.google.com/maps/contrib/106038335905368288131/reviews?hl=zh-TW,6 則評論,5 顆星,5,天,好吃😋,2025-05-04,2025-05-04
一心素食臭豆腐,小慧,https://www.google.com/maps/contrib/100497591746490418784/reviews?hl=zh-TW,在地嚮導 · 305 則評論 · 670 張相片,4 顆星,20,分鐘,"口感外酥內軟
但的確味道沒特別突出",2025-05-04,2025-05-04
一心素食臭豆腐,Ru Ru,https://www.google.com/maps/contrib/116569839118498869935/reviews?hl=zh-TW,在地嚮導 · 123 則評論 · 500 張相片,5 顆星,14,小時,還好，人很多,2025-05-04,2025-05-04
一心素食臭豆腐,陳德勳,https://www.google.com/maps/contrib/117959775978689185747/reviews?hl=zh-TW,"在地嚮導 · 502 則評論 · 6,472 張相片",3 顆星,1,天,口味和多年前差很多！ 🤔,2025-05-04,2025-05-04
一心素食臭豆腐,J R,https://www.google.com/maps/contrib/114205419674712194363/reviews?hl=zh-TW,在地嚮導 · 312 則評論 · 194 張相片,5 顆星,1,天,我很害怕嘗試臭豆腐，但素食的臭豆腐其實很好吃！,2025-05-04,2025-05-04
一心素食臭豆腐,天使藍,https://www.google.com/maps/contrib/117190064256236294206/reviews?hl=zh-TW,在地嚮導 · 249 則評論 · 804 張相片,3 顆星,1,天,臭豆腐聞起來是有臭豆腐的味道，不過吃起來不太夠味，酥脆度也一般，素食麵線裡面的料還不少，有素肉絲，豆皮，金針菇等，味道也不錯，整體而言還是幾年前來吃的時候味道比較好吃,2025-05-04,2025-05-04
一心素食臭豆腐,夜氣,https://www.google.com/maps/contrib/111215998336416400307/reviews?hl=zh-TW,在地嚮導 · 444 則評論 · 346 張相片,4 顆星,2,天,,2025-05-04,2025-05-04
一心素食臭豆腐,Soulin LEE,https://www.google.com/maps/contrib/112563943339903436469/reviews?hl=zh-TW,"在地嚮導 · 1,651 則評論 · 10,020 張相片",3 顆星,2,天,臭豆腐很普通，不解生意為什麼這麼好,2025-05-04,2025-05-04
一心素食臭豆腐,吳柏恩,https://www.google.com/maps/contrib/100137013943539884457/reviews?hl=zh-TW,"在地嚮導 · 1,221 則評論 · 2,335 張相片",3 顆星,2,天,臭豆腐外酥內軟，口感不錯，不確定是不是因為是素食的，整體味道沒有很突出跟特別,2025-05-04,2025-05-04
一心素食臭豆腐,洪霓霓,https://www.google.com/maps/contrib/106627435712552515263/reviews?hl=zh-TW,在地嚮導 · 110 則評論 · 47 張相片,2 顆星,4,天,非常不環保的店家，內用依然用免洗盒，態度不佳，不能自己另外加辣椒….,2025-05-04,2025-05-04
127咖哩,林彥宇,https://www.google.com/maps/contrib/113429931170568748930/reviews?hl=zh-TW,2 則評論,5 顆星,3,天,星星想給更多，但系統不允許🥲,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,黃小希,https://www.google.com/maps/contrib/109840486128525752513/reviews?hl=zh-TW,在地嚮導 · 12 則評論,5 顆星,3,天,好吃😋CP值高，值得前來ㄧ試,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,Kesha,https://www.google.com/maps/contrib/105842391107631416788/reviews?hl=zh-TW,2 則評論 · 1 張相片,1 顆星,4,天,"看評價感覺不錯想說試試看，個人怕套餐吃不完所以點單點，有註記（含飯）雞天定食$110，送上來真的就只有白飯上面五塊肉，我也是服了🤩
這輩子第一次吃白飯配肉還以為窮的沒錢吃而且粉超多根本沒什麼吃到肉，稱自己為丼飯店真的糟糕透頂！把消費者當盤子👎🥰
而且內用油煙味超重⋯整個都沒食慾
整體體驗差評再差評 一顆星都不想給😀💖 …",2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,美女與野獸,https://www.google.com/maps/contrib/102971367528643171835/reviews?hl=zh-TW,1 則評論,1 顆星,4,天,不划算太貴 每樣東西都少 網路評價這麼高真的讓人匪夷所思,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,Adeline Chen,https://www.google.com/maps/contrib/108220454250170372016/reviews?hl=zh-TW,6 則評論 · 1 張相片,5 顆星,4,天,餐點好吃,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,曾郁珊,https://www.google.com/maps/contrib/107750828218162946346/reviews?hl=zh-TW,,5 顆星,4,天,,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,許凱婷,https://www.google.com/maps/contrib/114933403621623050137/reviews?hl=zh-TW,1 則評論,5 顆星,4,天,讚,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,Oki Ya,https://www.google.com/maps/contrib/114041296307325241060/reviews?hl=zh-TW,1 則評論 · 6 張相片,5 顆星,4,天,推薦給來逢甲需要吃美食的朋友,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,Lai,https://www.google.com/maps/contrib/117707308948857918640/reviews?hl=zh-TW,4 則評論,5 顆星,4,天,,2025-05-04,2025-05-04
衝丼一食 丼飯專賣／ 傳承三代50年獨門醬汁／日式便當／台中美食／逢甲美食／平價美食,陳淑芬,https://www.google.com/maps/contrib/109786358173540851631/reviews?hl=zh-TW,5 則評論 · 2 張相片,3 顆星,4,天,豬排很薄，而且柴柴的，這樣加白飯要110有點小貴，但我有升級套餐+45，三樣小菜菜色還行，但量有點少。,2025-05-04,2025-05-04
逢甲夜市金門無米廣東粥炒泡麵,馬昱翔,https://www.google.com/maps/contrib/102236809979866319410/reviews?hl=zh-TW,2 則評論 · 1 張相片,5 顆星,3,小時,,2025-05-04,2025-05-04
逢甲夜市金門無米廣東粥炒泡麵,安帥,https://www.google.com/maps/contrib/108582947131285656577/reviews?hl=zh-TW,12 則評論 · 3 張相片,5 顆星,4,小時,,2025-05-04,2025-05-04
逢甲夜市金門無米廣東粥炒泡麵,April Lai,https://www.google.com/maps/contrib/110549931222974388840/reviews?hl=zh-TW,在地嚮導 · 43 則評論 · 64 張相片,5 顆星,4,小時,"真的滾到沒有米只有ㄤ、
超好吃",2025-05-04,2025-05-04
逢甲夜市金門無米廣東粥炒泡麵,王Ray,https://www.google.com/maps/contrib/101768088098946707621/reviews?hl=zh-TW,在地嚮導 · 31 則評論 · 5 張相片,5 顆星,6,小時,便宜實惠又美味,2025-05-04,2025-05-04
